OID_,granularmo,GranularSe,GranularTo,servicetyp,speedmph,vehiclefle,vehicleid,xcoord,ycoord,reporttime
78402,C,0,239908,In Transit,31,Fleet,H75,-88.04835,41.80765,1643979693
78368,C,0,586905,In Transit,22,Fleet,H62,-88.12072,41.90538,1643979721
78519,C,0,430700,In Transit,31,Fleet,H78,-87.9887,41.94618,1643979721
78894,C,0,652004,In Transit,33,Fleet,H60,-88.07733,41.79922,1643979723
78396,M,0,30939,In Transit,31,Fleet,H74,-88.26262,41.91897,1643979723
78539,C,0,595669,In Transit,35,Fleet,H69,-88.07733,41.79918,1643979724
78467,C,0,430700,In Transit,33,Fleet,H78,-87.9887,41.94195,1643979751
78374,M,0,30939,In Transit,24,Fleet,H74,-88.26253,41.91398,1643979759
78762,C,0,652004,In Transit,35,Fleet,H60,-88.07742,41.80023,1643979760
78544,C,0,239908,In Transit,33,Fleet,H75,-88.05855,41.80808,1643979760
78439,C,0,586905,In Transit,31,Fleet,H62,-88.12068,41.90317,1643979767
78578,C,0,586905,In Transit,26,Fleet,H62,-88.12067,41.89948,1643979781
78763,C,0,430700,In Transit,29,Fleet,H78,-87.98873,41.93793,1643979781
78504,C,0,652004,Idle,0,Fleet,H60,-88.07627,41.80742,1643979783
78669,C,0,595669,Idle,0,Fleet,H69,-88.07618,41.8075,1643979783
78543,M,0,30939,In Transit,22,Fleet,H74,-88.26502,41.91353,1643979783
78584,C,0,430700,In Transit,29,Fleet,H78,-87.98872,41.93438,1643979811
79060,C,0,586905,In Transit,40,Fleet,H62,-88.12173,41.8952,1643979812
78532,C,0,560057,In Transit,11,Fleet,H70,-87.97317,41.8606,1643979812
78612,C,0,239908,In Transit,33,Fleet,H75,-88.07015,41.8087,1643979812
78518,M,0,30939,In Transit,24,Fleet,H74,-88.2676,41.91375,1643979813
78463,C,0,586905,Idle,0,Fleet,H62,-88.12158,41.88825,1643979841
78682,C,0,430700,Idle,0,Fleet,H78,-87.98868,41.93215,1643979841
78534,C,0,560057,Idle,0,Fleet,H70,-87.97522,41.86053,1643979842
78403,M,0,30939,In Transit,22,Fleet,H74,-88.27323,41.91335,1643979842
79634,M,0,30939,In Transit,17,Fleet,H74,-88.27477,41.91335,1643979872
79558,C,0,239908,In Transit,40,Fleet,H75,-88.08143,41.80852,1643979872
79550,C,0,652004,In Transit,13,Fleet,H60,-88.07613,41.80795,1643979873
79715,C,0,595669,In Transit,13,Fleet,H69,-88.07612,41.80788,1643979873
80262,C,0,586905,In Transit,8,Fleet,H62,-88.12158,41.8882,1643979901
79540,C,0,430700,In Transit,11,Fleet,H78,-87.98848,41.93082,1643979901
79548,C,0,652004,In Transit,42,Fleet,H60,-88.08118,41.8085,1643979903
79773,C,0,595669,In Transit,42,Fleet,H69,-88.08147,41.80852,1643979903
79663,M,0,30939,Idle,0,Fleet,H74,-88.27665,41.9135,1643979903
79602,C,0,239908,In Transit,35,Fleet,H75,-88.08578,41.8084,1643979903
79531,C,0,586905,In Transit,35,Fleet,H62,-88.12153,41.88465,1643979931
79508,C,0,239908,In Transit,24,Fleet,H75,-88.09287,41.80823,1643979932
79526,C,0,430700,Idle,0,Fleet,H78,-87.98812,41.93042,1643979932
79767,C,0,586905,In Transit,11,Fleet,H62,-88.12093,41.87908,1643979961
79607,C,0,560057,Idle,0,Fleet,H70,-87.99078,41.8606,1643979962
79592,M,0,30939,In Transit,11,Fleet,H74,-88.27678,41.91358,1643979962
80372,C,0,652004,In Transit,26,Fleet,H60,-88.0937,41.80818,1643979963
79613,C,0,1004646,Idle,0,Fleet,H67,-88.03062,41.99453,1643979964
80011,C,0,595669,In Transit,20,Fleet,H69,-88.09352,41.80818,1643979964
79712,C,0,586905,In Transit,29,Fleet,H62,-88.12508,41.87872,1643979992
79722,C,0,239908,In Transit,40,Fleet,H75,-88.104,41.80853,1643979992
80087,C,0,652004,In Transit,6,Fleet,H60,-88.09852,41.80812,1643979993
79756,C,0,595669,In Transit,6,Fleet,H69,-88.09862,41.80812,1643979993
79566,M,0,30939,In Transit,33,Fleet,H74,-88.276,41.91827,1643979993
79849,C,0,652004,In Transit,40,Fleet,H60,-88.10328,41.80843,1643980023
80051,C,0,586905,In Transit,35,Fleet,H62,-88.13052,41.87802,1643980023
79645,C,0,595669,In Transit,40,Fleet,H69,-88.10365,41.80847,1643980023
79527,M,0,30939,Idle,0,Fleet,H74,-88.27543,41.9211,1643980023
81047,C,0,586905,Idle,0,Fleet,H62,-88.13577,41.87702,1643980051
80738,C,0,239908,In Transit,29,Fleet,H75,-88.11623,41.80898,1643980052
80669,C,0,586905,In Transit,6,Fleet,H62,-88.1359,41.87702,1643980081
80998,C,0,652004,In Transit,17,Fleet,H60,-88.11678,41.80905,1643980082
80978,M,0,30939,In Transit,11,Fleet,H74,-88.27538,41.92117,1643980082
80830,C,0,239908,In Transit,29,Fleet,H75,-88.1157,41.81132,1643980082
81471,C,0,595669,In Transit,11,Fleet,H69,-88.1169,41.80907,1643980083
80635,C,0,586905,In Transit,31,Fleet,H62,-88.14028,41.8762,1643980111
80802,M,0,30939,In Transit,2,Fleet,H74,-88.27303,41.92127,1643980112
81184,C,0,652004,In Transit,35,Fleet,H60,-88.11567,41.81148,1643980113
80985,C,0,595669,In Transit,35,Fleet,H69,-88.11598,41.81093,1643980113
80764,C,0,586905,In Transit,24,Fleet,H62,-88.14547,41.87422,1643980141
80697,M,0,30939,In Transit,33,Fleet,H74,-88.26678,41.92115,1643980141
80834,C,0,239908,Idle,0,Fleet,H75,-88.1121,41.81703,1643980142
80822,C,0,652004,In Transit,40,Fleet,H60,-88.11403,41.81418,1643980143
81281,C,0,595669,In Transit,35,Fleet,H69,-88.11278,41.81612,1643980143
81012,C,0,586905,Idle,0,Fleet,H62,-88.14598,41.874,1643980171
80663,M,0,30939,Idle,0,Fleet,H74,-88.26312,41.9211,1643980172
80937,C,0,652004,In Transit,35,Fleet,H60,-88.11165,41.8177,1643980173
80870,C,0,595669,In Transit,35,Fleet,H69,-88.1106,41.8191,1643980173
80970,C,0,239908,In Transit,29,Fleet,H75,-88.11093,41.81852,1643980173
81392,C,0,239908,In Transit,42,Fleet,H75,-88.10897,41.82202,1643980202
80724,M,0,30939,In Transit,35,Fleet,H74,-88.26037,41.92117,1643980203
81838,C,0,586905,In Transit,17,Fleet,H62,-88.14613,41.87378,1643980232
81854,M,0,30939,In Transit,38,Fleet,H74,-88.25613,41.92125,1643980233
81941,C,0,239908,In Transit,40,Fleet,H75,-88.10567,41.8281,1643980233
82059,C,0,586905,In Transit,44,Fleet,H62,-88.14443,41.86923,1643980262
81786,C,0,239908,Idle,0,Fleet,H75,-88.10302,41.83258,1643980264
81826,C,0,652004,Idle,0,Fleet,H60,-88.10297,41.83273,1643980265
81791,C,0,1004646,Idle,0,Fleet,H67,-88.03067,41.99457,1643980265
82030,C,0,595669,Idle,0,Fleet,H69,-88.10288,41.83282,1643980265
82150,M,0,30939,In Transit,40,Fleet,H74,-88.2475,41.92122,1643980265
82179,C,0,586905,In Transit,11,Fleet,H62,-88.1434,41.86552,1643980292
82234,M,0,30939,In Transit,40,Fleet,H74,-88.24317,41.92063,1643980292
81846,C,0,586905,Idle,0,Fleet,H62,-88.14463,41.86552,1643980321
82275,M,0,30939,In Transit,11,Fleet,H74,-88.23817,41.91973,1643980322
82475,C,0,430700,In Transit,6,Fleet,H78,-87.98852,41.93082,1643980322
82420,C,0,652004,In Transit,11,Fleet,H60,-88.10392,41.83343,1643980323
82099,C,0,239908,In Transit,2,Fleet,H75,-88.10295,41.83272,1643980323
82136,C,0,560057,Idle,0,Fleet,H70,-88.04027,41.85962,1643980352
82008,C,0,430700,In Transit,22,Fleet,H78,-87.98858,41.93197,1643980352
81878,C,0,652004,In Transit,8,Fleet,H60,-88.10447,41.8323,1643980353
81799,C,0,595669,In Transit,35,Fleet,H69,-88.10168,41.83668,1643980353
81935,M,0,30939,In Transit,31,Fleet,H74,-88.23805,41.91467,1643980353
82230,C,0,239908,In Transit,38,Fleet,H75,-88.10162,41.83715,1643980353
82363,M,0,30939,In Transit,33,Fleet,H74,-88.23808,41.912,1643980382
81857,C,0,430700,In Transit,31,Fleet,H78,-87.98863,41.93555,1643980382
83012,C,0,239908,In Transit,35,Fleet,H75,-88.10167,41.84698,1643980412
83112,C,0,652004,Idle,0,Fleet,H60,-88.10402,41.83133,1643980413
83214,M,0,30939,In Transit,29,Fleet,H74,-88.23815,41.90653,1643980413
83051,C,0,430700,In Transit,35,Fleet,H78,-87.98862,41.9399,1643980413
83231,C,0,430700,In Transit,33,Fleet,H78,-87.9886,41.94437,1643980442
83405,M,0,30939,In Transit,26,Fleet,H74,-88.23818,41.90413,1643980444
83269,C,0,430700,In Transit,33,Fleet,H78,-87.9886,41.94878,1643980471
83234,C,0,239908,In Transit,33,Fleet,H75,-88.10228,41.85642,1643980472
83396,M,0,30939,In Transit,17,Fleet,H74,-88.23827,41.9004,1643980473
83174,C,0,595669,In Transit,35,Fleet,H69,-88.10218,41.85592,1643980474
83402,C,0,586905,In Transit,6,Fleet,H62,-88.14473,41.86552,1643980501
83098,C,0,430700,In Transit,26,Fleet,H78,-87.98887,41.9523,1643980501
83142,M,0,30939,In Transit,8,Fleet,H74,-88.23835,41.89958,1643980502
82991,C,0,652004,In Transit,38,Fleet,H60,-88.10783,41.82477,1643980503
83418,C,0,586905,In Transit,8,Fleet,H62,-88.14657,41.86605,1643980532
83221,C,0,430700,In Transit,29,Fleet,H78,-87.98928,41.95605,1643980532
82941,C,0,595669,In Transit,17,Fleet,H69,-88.10277,41.85885,1643980533
82972,M,0,30939,In Transit,15,Fleet,H74,-88.24315,41.89935,1643980533
83181,C,0,239908,In Transit,17,Fleet,H75,-88.10292,41.85883,1643980533
83285,C,0,430700,In Transit,24,Fleet,H78,-87.98957,41.95858,1643980561
83429,M,0,30939,In Transit,33,Fleet,H74,-88.24315,41.89453,1643980562
83376,C,0,1004646,Idle,0,Fleet,H67,-88.03065,41.99453,1643980563
83243,C,0,595669,In Transit,35,Fleet,H69,-88.10937,41.85875,1643980563
83156,C,0,586905,In Transit,6,Fleet,H62,-88.14708,41.86545,1643980566
84210,C,0,586905,Idle,0,Fleet,H62,-88.14605,41.8651,1643980591
84189,C,0,430700,In Transit,11,Fleet,H78,-87.98982,41.96143,1643980591
84069,C,0,560057,In Transit,6,Fleet,H70,-88.06527,41.8594,1643980592
84164,M,0,30939,In Transit,33,Fleet,H74,-88.24318,41.89177,1643980592
84085,C,0,239908,Idle,0,Fleet,H75,-88.111,41.85875,1643980592
84103,C,0,652004,In Transit,33,Fleet,H60,-88.1154,41.81212,1643980593
84094,C,0,430700,Idle,0,Fleet,H78,-87.99023,41.96493,1643980621
84486,M,0,30939,In Transit,33,Fleet,H74,-88.2433,41.88588,1643980622
84505,C,0,239908,In Transit,31,Fleet,H75,-88.11327,41.8587,1643980652
84092,C,0,595669,In Transit,38,Fleet,H69,-88.1161,41.85868,1643980653
84440,M,0,30939,In Transit,29,Fleet,H74,-88.24427,41.88308,1643980654
84290,C,0,239908,In Transit,44,Fleet,H75,-88.12203,41.85857,1643980682
84169,M,0,30939,Idle,0,Fleet,H74,-88.24428,41.87922,1643980683
84258,C,0,31,Idle,0,Fleet,H98,-88.14537,41.86507,1643980705
84109,C,0,430700,In Transit,15,Fleet,H78,-87.99048,41.96543,1643980711
84539,C,0,239908,In Transit,40,Fleet,H75,-88.1268,41.85848,1643980712
84055,C,0,652004,In Transit,17,Fleet,H60,-88.11678,41.80885,1643980713
84202,C,0,595669,In Transit,35,Fleet,H69,-88.13092,41.85838,1643980713
84136,C,0,239908,In Transit,33,Fleet,H75,-88.13408,41.85825,1643980743
84378,C,0,430700,In Transit,8,Fleet,H78,-87.99645,41.96635,1643980743
84249,C,0,652004,In Transit,35,Fleet,H60,-88.11117,41.80872,1643980744
85393,M,0,30939,In Transit,2,Fleet,H74,-88.24428,41.87922,1643980773
85280,C,0,430700,In Transit,6,Fleet,H78,-87.99678,41.9672,1643980776
85193,C,0,239908,In Transit,15,Fleet,H75,-88.1425,41.85813,1643980802
85225,C,0,430700,Idle,0,Fleet,H78,-87.99707,41.96725,1643980802
85604,M,0,30939,In Transit,38,Fleet,H74,-88.24082,41.87817,1643980804
85702,M,0,30939,In Transit,38,Fleet,H74,-88.23668,41.87732,1643980834
85352,C,0,595669,In Transit,6,Fleet,H69,-88.14273,41.8638,1643980862
85362,C,0,239908,In Transit,26,Fleet,H75,-88.14288,41.86452,1643980862
85295,M,0,30939,In Transit,33,Fleet,H74,-88.23053,41.87432,1643980863
85388,C,0,1004646,Idle,0,Fleet,H67,-88.03068,41.99457,1643980864
85210,C,0,652004,In Transit,35,Fleet,H60,-88.08107,41.80842,1643980893
85370,M,0,30939,In Transit,29,Fleet,H74,-88.22728,41.87327,1643980893
85309,C,0,239908,Idle,0,Fleet,H75,-88.14332,41.86603,1643980898
85348,C,0,595669,Idle,0,Fleet,H69,-88.14592,41.86558,1643980922
85263,C,0,239908,In Transit,17,Fleet,H75,-88.14382,41.8661,1643980922
85467,M,0,30939,In Transit,40,Fleet,H74,-88.2205,41.86978,1643980925
86960,M,0,30939,In Transit,38,Fleet,H74,-88.21707,41.86785,1643980953
86543,C,0,239908,Idle,0,Fleet,H75,-88.14463,41.86552,1643980953
86640,C,0,652004,In Transit,13,Fleet,H60,-88.07643,41.80747,1643980954
86665,M,0,30939,In Transit,33,Fleet,H74,-88.20948,41.86673,1643980988
86488,C,0,652004,In Transit,35,Fleet,H60,-88.0776,41.80135,1643980990
86365,C,0,239908,Idle,0,Fleet,H75,-88.14467,41.86552,1643981012
86395,M,0,30939,Idle,0,Fleet,H74,-88.2058,41.86568,1643981013
86400,C,0,652004,Idle,0,Fleet,H60,-88.0775,41.80022,1643981014
86628,C,0,652004,In Transit,35,Fleet,H60,-88.07715,41.79568,1643981073
86487,C,0,560057,In Transit,11,Fleet,H70,-88.14253,41.85782,1643981102
86568,M,0,30939,In Transit,22,Fleet,H74,-88.204,41.86512,1643981102
87015,C,0,652004,In Transit,33,Fleet,H60,-88.07603,41.79277,1643981104
87575,M,0,30939,In Transit,29,Fleet,H74,-88.20123,41.86425,1643981133
87762,C,0,652004,In Transit,35,Fleet,H60,-88.07385,41.78465,1643981163
87644,C,0,1004646,Idle,0,Fleet,H67,-88.03067,41.99453,1643981163
87939,M,0,30939,In Transit,31,Fleet,H74,-88.19575,41.86242,1643981163
87591,C,0,239908,In Transit,2,Fleet,H75,-88.14485,41.86547,1643981192
87497,C,0,652004,In Transit,35,Fleet,H60,-88.0719,41.77808,1643981193
87479,C,0,560057,Idle,0,Fleet,H70,-88.14268,41.86362,1643981193
87571,M,0,30939,In Transit,40,Fleet,H74,-88.19207,41.86115,1643981193
87777,M,0,30939,In Transit,42,Fleet,H74,-88.18388,41.85858,1643981222
87493,C,0,239908,Idle,0,Fleet,H75,-88.14602,41.86508,1643981222
87512,M,0,30939,In Transit,44,Fleet,H74,-88.1795,41.85747,1643981252
87816,M,0,30939,In Transit,42,Fleet,H74,-88.16977,41.85683,1643981282
89013,M,0,30939,In Transit,40,Fleet,H74,-88.16517,41.85687,1643981312
88753,C,0,652004,In Transit,33,Fleet,H60,-88.06598,41.76273,1643981313
88703,C,0,652004,In Transit,35,Fleet,H60,-88.0651,41.75897,1643981344
88635,C,0,595669,In Transit,6,Fleet,H69,-88.14628,41.86545,1643981344
89138,M,0,30939,Idle,0,Fleet,H74,-88.16203,41.85695,1643981344
88778,C,0,652004,In Transit,35,Fleet,H60,-88.06465,41.75197,1643981373
88709,M,0,30939,In Transit,35,Fleet,H74,-88.15917,41.857,1643981373
88918,C,0,652004,In Transit,6,Fleet,H60,-88.06435,41.75055,1643981403
88670,M,0,30939,In Transit,42,Fleet,H74,-88.1547,41.85708,1643981403
88812,M,0,30939,In Transit,38,Fleet,H74,-88.14523,41.85738,1643981432
88612,C,0,1004646,Idle,0,Fleet,H67,-88.0306,41.99452,1643981463
88919,M,0,30939,In Transit,15,Fleet,H74,-88.14258,41.85778,1643981463
90135,M,0,30939,Idle,0,Fleet,H74,-88.14257,41.85915,1643981492
89948,M,0,30939,In Transit,35,Fleet,H74,-88.14257,41.86138,1643981522
89804,C,0,652004,Idle,0,Fleet,H60,-88.06498,41.74193,1643981523
90029,M,0,30939,In Transit,2,Fleet,H74,-88.1427,41.8638,1643981553
89908,M,0,30939,In Transit,6,Fleet,H74,-88.14332,41.86555,1643981584
89753,M,0,30939,Idle,0,Fleet,H74,-88.14418,41.86553,1643981612
90873,M,0,30939,Idle,0,Fleet,H74,-88.1446,41.8655,1643981735
91129,C,0,1004646,Idle,0,Fleet,H67,-88.03065,41.99452,1643981763
91977,C,0,652004,In Transit,6,Fleet,H60,-88.0646,41.74097,1643981883
92260,C,0,652004,In Transit,6,Fleet,H60,-88.0644,41.74202,1643981914
92141,C,0,652004,Idle,0,Fleet,H60,-88.06283,41.74233,1643981973
92705,C,0,1004646,In Transit,6,Fleet,H67,-88.03128,41.99465,1643981973
92576,C,0,1004646,In Transit,6,Fleet,H67,-88.03132,41.99582,1643982002
91971,M,0,30939,In Transit,4,Fleet,H74,-88.14492,41.86542,1643982002
93099,C,0,1004646,In Transit,31,Fleet,H67,-88.03512,41.99758,1643982033
93120,M,0,30939,Idle,0,Fleet,H74,-88.14613,41.8647,1643982033
93260,C,0,1004646,In Transit,29,Fleet,H67,-88.03977,41.99955,1643982063
93052,C,0,652004,In Transit,6,Fleet,H60,-88.06357,41.74935,1643982092
93074,C,0,1004646,Idle,0,Fleet,H67,-88.04572,41.99933,1643982123
93174,C,0,1004646,In Transit,13,Fleet,H67,-88.04605,41.99917,1643982183
94256,C,0,1004646,In Transit,33,Fleet,H67,-88.0461,41.99533,1643982218
94272,C,0,652004,In Transit,33,Fleet,H60,-88.04328,41.75028,1643982242
94549,C,0,1004646,In Transit,26,Fleet,H67,-88.0463,41.99217,1643982243
94381,C,0,652004,Idle,0,Fleet,H60,-88.04107,41.75032,1643982273
94846,C,0,1004646,In Transit,33,Fleet,H67,-88.04898,41.98903,1643982273
94824,C,0,1004646,In Transit,35,Fleet,H67,-88.05132,41.98543,1643982303
94208,C,0,76897,Idle,0,Fleet,H85,-88.17808,41.81148,1643982303
94464,C,0,76897,In Transit,4,Fleet,H85,-88.1779,41.81165,1643982331
94515,C,0,1004646,In Transit,31,Fleet,H67,-88.0514,41.98288,1643982332
94531,C,100,652004,Spreading,26,Fleet,H60,-88.03643,41.75042,1643982333
94277,C,0,76897,In Transit,8,Fleet,H85,-88.17538,41.81168,1643982362
94238,C,100,652004,Idle,0,Fleet,H60,-88.03133,41.75053,1643982363
94359,C,0,1004646,In Transit,8,Fleet,H67,-88.05145,41.98172,1643982363
95502,C,0,76897,In Transit,4,Fleet,H85,-88.17503,41.81153,1643982391
95485,C,0,1004646,In Transit,22,Fleet,H67,-88.05148,41.9787,1643982392
96007,C,0,76897,In Transit,20,Fleet,H85,-88.17752,41.80928,1643982421
95340,C,0,1004646,In Transit,6,Fleet,H67,-88.05153,41.97735,1643982422
95276,C,0,652088,In Transit,29,Fleet,H60,-88.0309,41.744,1643982452
95296,C,0,1004646,In Transit,29,Fleet,H67,-88.05155,41.97445,1643982452
95206,C,0,76897,In Transit,2,Fleet,H85,-88.1789,41.8075,1643982452
95356,C,0,76897,In Transit,22,Fleet,H85,-88.18113,41.80725,1643982482
95197,C,0,1004646,In Transit,24,Fleet,H67,-88.05158,41.97115,1643982483
95215,C,0,652088,Idle,0,Fleet,H60,-88.03065,41.73633,1643982513
95226,C,0,1004646,In Transit,29,Fleet,H67,-88.05165,41.96763,1643982513
95440,C,0,76897,In Transit,24,Fleet,H85,-88.18373,41.80688,1643982513
95377,C,0,76897,Idle,0,Fleet,H85,-88.18795,41.80688,1643982542
95332,C,0,1004646,In Transit,31,Fleet,H67,-88.0517,41.96367,1643982543
96378,C,0,652088,In Transit,35,Fleet,H60,-88.03052,41.7328,1643982573
96302,C,0,1004646,In Transit,29,Fleet,H67,-88.0508,41.95998,1643982573
96377,C,150,76897,Spreading,11,Fleet,H85,-88.18847,41.80683,1643982573
96530,C,150,76897,Spreading,20,Fleet,H85,-88.18867,41.80543,1643982602
96242,C,0,652088,In Transit,29,Fleet,H60,-88.02917,41.72878,1643982603
96280,C,0,1004646,In Transit,26,Fleet,H67,-88.05007,41.95638,1643982603
96274,C,150,76897,Spreading,24,Fleet,H85,-88.18903,41.80125,1643982631
96247,C,0,1004646,Idle,0,Fleet,H67,-88.05097,41.95482,1643982663
96711,C,150,76897,Spreading,22,Fleet,H85,-88.18923,41.79915,1643982663
97174,C,150,76897,Spreading,29,Fleet,H85,-88.18797,41.79503,1643982692
96244,C,150,76897,Spreading,24,Fleet,H85,-88.18702,41.79297,1643982721
96923,C,0,652088,Idle,0,Fleet,H60,-88.0303,41.72547,1643982723
97255,C,150,76897,Spreading,24,Fleet,H85,-88.185,41.78892,1643982752
97757,C,0,1004646,In Transit,31,Fleet,H67,-88.05137,41.95177,1643982753
97274,C,150,76897,Spreading,22,Fleet,H85,-88.18402,41.78705,1643982783
97257,C,0,1004646,In Transit,29,Fleet,H67,-88.05122,41.9477,1643982784
97546,C,150,76897,Spreading,24,Fleet,H85,-88.1833,41.78328,1643982812
97263,C,0,1004646,In Transit,29,Fleet,H67,-88.05103,41.94408,1643982813
97566,C,150,76897,Spreading,15,Fleet,H85,-88.18337,41.78185,1643982841
97603,C,0,77200,Idle,0,Fleet,H85,-88.18353,41.78038,1643982872
97303,C,0,1004646,In Transit,17,Fleet,H67,-88.05128,41.9405,1643982873
97539,C,0,1004646,In Transit,31,Fleet,H67,-88.05415,41.93837,1643982903
97331,C,0,77205,In Transit,8,Fleet,H85,-88.18377,41.78008,1643982903
